	joint embed-dings of images and text ; multiple layers of linear projections ; two-branch neural network ; nonlinearities	<otherscientificterm> <otherscientificterm> <method> <otherscientificterm>	3 4 2 ; 1 0 3 ; 1 4 2	this paper proposes a method for learning <otherscientificterm_0> using a <method_2> with <otherscientificterm_1> followed by <otherscientificterm_3> . the network is trained using a large-margin objective that combines cross-view ranking constraints with within-view neighborhood structure preservation constraints inspired by metric learning literature . extensive experiments show that our approach gains significant improvements in accuracy for image-to-text and text-to-image retrieval . our method achieves new state-of-the-art results on the flickr30k and mscoco image-sentence datasets and shows promise on the new task of phrase lo-calization on the flickr30k entities dataset .
	question answering systems ; 	<method> <method>	1 3 1 ; 1 6 1	state-of-the-art <method_0> are very sensitive to variations in the phrasing of an information need . finding the preferred language for such a need is a valuable task . we investigate that claim by adopting a simple mt-based paraphrasing technique and evaluating qa system performance on paraphrased questions . we found a potential increase of 35 % in mrr with respect to the original question .
	tap-xl automated analyst 's assistant ; multilingual , multimedia data	<task> <material>	1 3 0	the <task_0> is an application designed to help an english - speaking analyst write a topical report , culling information from a large inflow of <material_1> . it gives users the ability to spend their time finding more data relevant to their task , and gives them translingual reach into other languages by leveraging human language technology .
	unification categorial grammar ; mt system design ; tl expressions which ; isomorphic grammars approach ;  ; in	<method> <task> <method> <method> <otherscientificterm> <task>	4 0 4 ; 2 3 5 ; 4 3 4 ; 0 3 3 ; 4 2 4 ; 3 3 1	this paper discusses the application of <method_0> to the framework of <method_3> for <task_1> pioneered by landsbergen . the <method_3> to mt involves developing the grammars of the source and target languages <task_5> parallel , <task_5> order to ensure that sl and <method_2> stand <task_5> the translation relation have isomorphic derivations . the principle advantage of this approach is that knowledge concerning translation equivalence of expressions may be directly exploited , obviating the need for answers to semantic questions that we do not yet have . semantic and other information may still be incorporated , but as constraints on the translation relation , not as levels of textual representation . after introducing this approach to <task_1> , and the basics of monolingual ucg , we will show how the two can be integrated , and present an example from an implemented bi-directional english-spanish fragment . finally we will present some outstanding problems with the approach .
	identifying rare behaviours of interest ; rare behaviours of interest ; security domain ; do exist	<task> <otherscientificterm> <task> <material>	0 4 2	in the <task_2> a key problem is <task_0> . training examples for these behaviours may or may not exist , and if they <material_3> there will be few examples , quite probably one . we present a novel weakly supervised algorithm that can detect behaviours that either have never before been seen or for which there are few examples . global context is modelled , allowing the detection of abnormal behaviours that in isolation appear normal . pragmatic aspects are considered , such that no parameter tuning is required and real time performance is achieved .
	thai-english language identification ; thai key prediction ; n-gram models ; error-correction rules ; 	<task> <task> <method> <method> <method>	1 0 0 ; 4 6 4 ; 4 3 4 ; 2 0 3	this paper proposes a practical approach employing <method_2> and <method_3> for <task_1> and <task_0> . the paper also proposes rule-reduction algorithm applying mutual information to reduce the <method_3> . our algorithm reported more than 99 % accuracy in both language identification and key prediction .
	discourse understanding process ; spoken dialogue systems ; 	<task> <method> <material>	0 3 1 ; 2 3 2	this paper concerns the <task_0> in <method_1> . this process enables the system to understand user utterances based on the context of a dialogue . since multiple candidates for the understanding result can be obtained for a user utterance due to the ambiguity of speech understanding , it is not appropriate to decide on a single understanding result after each user utterance . by holding multiple candidates for understanding results and resolving the ambiguity as the dialogue progresses , the discourse understanding accuracy can be improved . this paper proposes a method for resolving this ambiguity based on statistical information obtained from dialogue corpora . unlike conventional methods that use hand-crafted rules , the proposed method enables easy design of the <task_0> . experiment results have shown that a system that exploits the proposed method performs sufficiently and that holding multiple candidates for understanding results is effective .
	question-focused sentence retrieval ; multi-event stories ; news articles ; 	<task> <material> <material> <task>	3 5 3 ; 3 6 3 ; 1 1 2 ; 2 3 0 ; 3 3 3	we consider the problem of <task_0> from complex <material_2> describing <material_1> published over time . annotators generated a list of questions central to understanding each story in our corpus . because of the dynamic nature of the stories , many questions are time-sensitive -lrb- e.g. `` how many victims have been found ? '' -rrb- . judges found sentences providing an answer to each question . to address the sentence retrieval problem , we apply a stochastic , graph-based method for comparing the relative importance of the textual units , which was previously used successfully for generic summarization . currently , we present a topic-sensitive version of our method and hypothesize that it can outperform a competitive baseline , which compares the similarity of each sentence to the input question via idf-weighted word overlap . in our experiments , the method achieves a trdr score that is significantly higher than that of the baseline .
	formalization of defeasible reasoning ; japanese sentence analyses ; defeasible reasoning ; argumentation system ; defeat rules ; sentence analysis ; arguments ; defeasibility	<method> <task> <method> <method> <otherscientificterm> <task> <otherscientificterm> <otherscientificterm>	7 1 4 ; 4 4 0 ; 2 3 5 ; 6 0 4 ; 2 3 1 ; 7 1 6 ; 6 4 0 ; 3 3 1	this paper proposes that <task_5> should be treated as <method_2> , and presents such a <method_2> for <task_1> using an <method_3> by konolige , which is a <method_0> , that includes <otherscientificterm_6> and <otherscientificterm_4> that capture <otherscientificterm_7> .
	czech talking head system ; , necessary data ; 	<task> <task> <method>	2 0 2 ; 2 3 2	this paper presents a research on the <task_0> . it gives an overview of methods used for visual speech animation , parameterization of a human face and a tongue <task_1> sources and a synthesis method . a 3d animation model is used for a pseudo-muscular animation schema to create such animation of visual speech which is usable for a lipreading . an extension of animation schema is presented to reach more precise deformations mainly in a lip area . furthermore , a problem of forming articulatory trajectories is formulated to solve labial coarticulation effects . it is used for the synthesis method based on a selection of articulatory targets and interpolation technique .
	natural language processing ; 	<task> <method>	1 0 1 ; 1 2 1 ; 1 3 1 ; 1 6 1	it is often assumed that when <task_0> meets the real world , the ideal of aiming for complete and correct interpretations has to be abandoned . however , our experience with tacitus ; especially in the muc-3 evaluation , has shown that principled techniques for syntactic and pragmatic analysis can be bolstered with methods for achieving robustness . we describe three techniques for making syntactic analysis more robust -- an agenda-based scheduling parser , a recovery technique for failed parses , and a new technique called terminal substring parsing . for pragmatics processing , we describe how the method of abductive inference is inherently robust , in that an interpretation is always possible , so that in the absence of the required world knowledge , performance degrades gracefully . each of these techniques have been evaluated and the results of the evaluations are presented .
	named entity recognition -lrb- ner -rrb- system ; hidden markov model ; times and numerical quantities ; hmm-based chunk tagger ; names ;  ; ;	<method> <method> <otherscientificterm> <method> <otherscientificterm> <otherscientificterm> <method>	5 2 5 ; 0 3 2 ; 5 0 5 ; 3 3 0 ; 4 0 2 ; 0 3 4 ; 1 0 3 ; 5 6 5 ; 1 3 0	this paper proposes a <method_1> and an <method_3> , from which a <method_0> is built to recognize and classify <otherscientificterm_4> , <otherscientificterm_2> . through the hmm , our system is able to apply and integrate four types of internal and external evidences : 1 -rrb- simple deterministic internal feature of the words , such as capitalization and digitalization <method_6> 2 -rrb- internal semantic feature of important triggers <method_6> 3 -rrb- internal gazetteer feature <method_6> 4 -rrb- external macro context feature . in this way , the ner problem can be resolved effectively . evaluation of our system on muc-6 and muc-7 english ne tasks achieves f-measures of 96.6 % and 94.1 % respectively . it shows that the performance is significantly better than reported by any other machine-learning system . moreover , the performance is even consistently better than those based on handcrafted rules .
	speech and text image processing ; recognition technology ; document-oriented applications	<task> <method> <task>	1 3 2	two themes have evolved in <task_0> work at xerox parc that expand and redefine the role of <method_1> in <task_2> . one is the development of systems that provide functionality similar to that of text processors but operate directly on audio and scanned image data . a second , related theme is the use of speech and text-image recognition to retrieve arbitrary , user-specified information from documents with signal content . this paper discusses three research initiatives at parc that exemplify these themes : a text-image editor -lsb- 1 -rsb- , a wordspotter for voice editing and indexing -lsb- 12 -rsb- , and a decoding framework for scanned-document content retrieval -lsb- 4 -rsb- . the discussion focuses on key concepts embodied in the research that enable novel signal-based document processing functionality .
	predicting image or video interestingness ; low-level feature representations ;  ; .	<task> <method> <otherscientificterm> <otherscientificterm>	2 6 2 ; 2 5 2 ; 2 3 2 ; 2 0 2 ; 1 3 0	the problem of <task_0> from their <method_1> has received increasing interest <otherscientificterm_3> as a highly subjective visual attribute , annotating the interesting-ness value of training data for learning a prediction model is challenging <otherscientificterm_3> to make the annotation less subjective and more reliable , recent studies employ crowdsourcing tools to collect pairwise comparisons -- relying on majority voting to prune the annotation outliers/errors <otherscientificterm_3> in this paper , we propose a more principled way to identify annotation outliers by formulating the interestingness prediction task as a unified robust learning to rank problem , tackling both the outlier detection and interestingness prediction tasks jointly <otherscientificterm_3> extensive experiments on both image and video interestingness benchmark datasets demonstrate that our new approach significantly outperforms state-of-the-art alternatives .
	description logics ; knowledge representation ; 	<method> <method> <method>	1 0 0	many <method_0> combine <method_1> on an abstract , logical level with an interface to `` concrete '' domains such as numbers and strings . we propose to extend such dls with key constraints that allow the expression of statements like `` us citizens are uniquely identified by their social security number '' . based on this idea , we introduce a number of natural description logics and present -lrb- un -rrb- decidability results and tight nex-ptlme complexity bounds .
	speaker were annotated ; emphatic facial displays ; embodied conversational agent ; data-driven selection ; dialogue system ; 	<material> <material> <task> <task> <task> <method>	1 3 3 ; 5 3 5 ; 3 3 2 ; 2 4 4 ; 5 6 5	we describe an implementation of <task_3> of <material_1> for an <task_2> in a <task_4> . a corpus of sentences in the domain of the target <task_4> was recorded , and the facial displays used by the <material_0> . the data from those recordings was used in a range of models for generating facial displays , each model making use of a different amount of context or choosing displays differently within a context . the models were evaluated in two ways : by cross-validation against the corpus , and by asking users to rate the output . the predictions of the cross-validation study differed from the actual user ratings . while the cross-validation gave the highest scores to models making a majority choice within a context , the user study showed a significant preference for models that produced more variation . this preference was especially strong among the female subjects .
	classifying high-dimensional sequence data ;  ; crfs ; hmms ; overfitting	<task> <method> <method> <method> <otherscientificterm>	1 3 1 ; 3 3 0 ; 2 3 0 ; 1 6 1 ; 3 0 2	when <task_0> , traditional methods -lrb- e.g. , <method_3> , <method_2> -rrb- may require large amounts of training data to avoid <otherscientificterm_4> . in such cases dimensionality reduction can be employed to find a low-dimensional representation on which classification can be done more efficiently . existing methods for supervised dimensionality reduction often presume that the data is densely sampled so that a neighborhood graph structure can be formed , or that the data arises from a known distribution . sufficient dimension reduction techniques aim to find a low dimensional representation such that the remaining degrees of freedom become conditionally independent of the output values . in this paper we develop a novel sequence kernel dimension reduction approach -lrb- s-kdr -rrb- . our approach does not make strong assumptions on the distribution of the input data . spatial , temporal and periodic information is combined in a principled manner , and an optimal manifold is learned for the end-task . we demonstrate the effectiveness of our approach on several tasks involving the discrimination of human gesture and motion categories , as well as on a database of dynamic textures .
	chart-based phrase structure parsing ; natural language ; 	<task> <material> <method>	2 5 2 ; 2 1 2 ; 1 3 0 ; 2 3 2	we present an efficient algorithm for <task_0> of <material_1> that is tailored to the problem of extracting specific information from unrestricted texts where many of the words are unknown and much of the text is irrelevant to the task . the parser gains algorithmic efficiency through a reduction of its search space . as each new edge is added to the chart , the algorithm checks only the topmost of the edges adjacent to it , rather than all such edges as in conventional treatments . the resulting spanning edges are insured to be the correct ones by carefully controlling the order in which edges are introduced so that every final constituent covers the longest possible span . this is facilitated through the use of phrase boundary heuristics based on the placement of function words , and by heuristic rules that permit certain kinds of phrases to be deduced despite the presence of unknown words . a further reduction in the search space is achieved by using semantic rather than syntactic categories on the terminal and non-terminal edges , thereby reducing the amount of ambiguity and thus the number of edges , since only edges with a valid semantic interpretation are ever introduced .
	viewpoint of ir , instead of word ; -lrb- wwer -rrb- , which gives ; speech-based information retrieval ; word significance ; automatic estimation of word significance ;  ; evaluated ; . ; error	<metric> <task> <task> <otherscientificterm> <task> <metric> <otherscientificterm> <task> <task>	5 2 5 ; 0 6 1 ; 5 0 5 ; 5 3 5 ; 5 5 0 ; 4 3 2 ; 5 6 5	automatic estimation of <otherscientificterm_3> oriented for <task_2> is addressed <task_7> since the significance of words differs in ir , automatic speech recognition -lrb- asr -rrb- performance has been <otherscientificterm_6> based on weighted word <task_8> rate <task_1> a weight on errors from the <metric_0> error rate -lrb- wer -rrb- , which treats all words uniformly <task_7> a decoding strategy that minimizes wwer based on a minimum bayes-risk framework has been shown , and the reduction of errors on both asr and ir has been reported <task_7> in this paper , we propose an automatic estimation method for <otherscientificterm_3> based on its influence on ir <task_7> specifically , weights are estimated so that evaluation measures of asr and ir are equivalent <task_7> we apply the proposed method to a speech-based information retrieval system , which is a typical ir system , and show that the method works well .
	spelling correction ; agglutinative languages ; english ; languages	<task> <otherscientificterm> <otherscientificterm> <otherscientificterm>	0 3 3 ; 2 2 3	methods developed for <task_0> for <otherscientificterm_3> like <otherscientificterm_2> -lrb- see the review by kukich -lrb- kukich , 1992 -rrb- -rrb- are not readily applicable to <otherscientificterm_1> . this poster presents an approach to <task_0> in <otherscientificterm_1> that is based on two-level morphology and a dynamic-programming based search algorithm . after an overview of our approach , we present results from experiments with <task_0> in turkish .
	statistical machine translation ; localized phrase-based prediction model ; training method ; features .	<task> <method> <method> <otherscientificterm>	2 3 1 ; 1 3 0	in this paper , we present a novel <method_2> for a <method_1> for <task_0> . the model predicts blocks with orientation to handle local phrase re-ordering . we use a maximum likelihood criterion to train a log-linear block bigram model which uses real-valued features -lrb- e.g. a language model score -rrb- as well as binary features based on the block identities themselves , e.g. block bigram <otherscientificterm_3> our training algorithm can easily handle millions of <otherscientificterm_3> the best system obtains a 18.6 % improvement over the baseline on a standard arabic-english translation task .
	retrieval of arbitrarily long phrases ; phrase-based statistical machine translation ; data structure ;  ; memory ; decoder	<task> <task> <otherscientificterm> <metric> <otherscientificterm> <method>	3 0 3 ; 3 6 3 ; 2 3 1 ; 3 4 3 ; 2 3 0	in this paper we describe a novel <otherscientificterm_2> for <task_1> which allows for the <task_0> while simultaneously using less <otherscientificterm_4> than is required by current <method_5> implementations . we detail the computational complexity and average retrieval times for looking up phrase translations in our suffix array-based <otherscientificterm_2> . we show how sampling can be used to reduce the retrieval time by orders of magnitude with no loss in translation quality .
	continuous speech recognition techniques ; spoken language systems ; military and civilian computer-based systems ; 	<method> <task> <task> <task>	3 0 3 ; 3 6 3 ; 3 2 3 ; 0 3 1 ; 1 3 2 ; 3 3 3	the major objective of this program is to develop and demonstrate robust , high performance <method_0> focussed on application in <task_1> which will enhance the effectiveness of <task_2> . a key complementary objective is to define and develop applications of robust speech recognition and understanding systems , and to help catalyze the transition of spoken language technology into military and civilian systems , with particular focus on application of robust csr to mobile military command and control . the research effort focusses on developing advanced acoustic modelling , rapid search , and recognition-time adaptation techniques for robust large-vocabulary csr , and on applying these techniques to the new arpa large-vocabulary csr corpora and to military application tasks .
	similarity and associative similarity . ; similarity between words ; vector space model ; of similarity , ; word vectors	<method> <otherscientificterm> <method> <task> <otherscientificterm>	2 3 4 ; 4 3 1	this paper examines what kind of <otherscientificterm_1> can be represented by what kind of <otherscientificterm_4> in the <method_2> . through two experiments , three methods for constructing <otherscientificterm_4> , i.e. , lsa-based , cooccurrence-based and dictionary-based methods , were compared in terms of the ability to represent two kinds <task_3> i.e. , taxonomic <method_0> the result of the comparison was that the dictionary-based <otherscientificterm_4> better reflect taxonomic similarity , while the lsa-based and the cooccurrence-based <otherscientificterm_4> better reflect associative similarity .
	maximum entropy word alignment algorithm ; supervised training data ; superior performance ;  ; arabic-english	<method> <material> <material> <task> <material>	3 5 3 ; 4 3 0 ; 2 3 3 ; 3 3 3 ; 1 3 0	this paper presents a <method_0> for <material_4> based on <material_1> . we demonstrate that it is feasible to create training material for problems in machine translation and that a mixture of supervised and unsupervised methods yields <material_2> . the probabilistic model used in the alignment directly models the link decisions . significant improvement over traditional word alignment techniques is shown as well as improvement on several machine translation tests . performance of the algorithm is contrasted with human annotation performance .
	natural language understanding ; cooperative model ; dialogue system	<task> <method> <task>	0 3 2 ; 1 3 0	in this paper , we propose a novel <method_1> for <task_0> in a <task_2> . we build this based on both finite state model -lrb- fsm -rrb- and statistical learning model -lrb- slm -rrb- . fsm provides two strategies for language understanding and have a high accuracy but little robustness and flexibility . statistical approach is much more robust but less accurate . <method_1> incorporates all the three strategies together and thus can suppress all the shortcomings of different strategies and has all the advantages of the three strategies .
	chinese language ; 	<material> <task>	1 5 1 ; 1 0 1 ; 1 3 1 ; 1 6 1	in the <material_0> , a verb may have its dependents on its left , right or on both sides . the ambiguity resolution of right-side dependencies is essential for dependency parsing of sentences with two or more verbs . previous works on shift-reduce dependency parsers may not guarantee the connectivity of a dependency tree due to their weakness at resolving the right-side dependencies . this paper proposes a two-phase shift-reduce dependency parser based on svm learning . the left-side dependents and right-side nominal dependents are detected in phase i , and right-side verbal dependents are decided in phase ii . in experimental evaluation , our proposed method outperforms previous shift-reduce dependency parsers for the chine language , showing improvement of dependency accuracy by 10.08 % .
	a geometric prior corresponding ; estimating location information ; automated representation learning ; of parallel ; between ;  ; image	<method> <task> <method> <otherscientificterm> <otherscientificterm> <otherscientificterm> <material>	5 2 5 ; 6 3 1 ; 5 6 5 ; 5 0 5 ; 2 3 1 ; 5 3 5 ; 5 3 3	we address the problem of <task_1> of an <material_6> using principles from <method_2> . we pursue a hierarchical sparse coding approach that learns features useful in discriminating images across locations , by initializing it with <method_0> to transformations between <material_6> appearance space and their corresponding location grouping space using the notion <otherscientificterm_3> transport on manifolds . we then extend this approach to account for the availability of heterogeneous data modalities such as geo-tags and videos pertaining to different locations , and also study a relatively under-addressed problem of transferring knowledge available from certain locations to infer the grouping of data from novel locations . we evaluate our approach on several standard datasets such as im2gps , san francisco and mediaeval2010 , and obtain state-of-the-art results .
	clean speech may ; weak duration constraints ; produce word ;  ; hmms ; durations	<material> <otherscientificterm> <material> <otherscientificterm> <method> <method>	5 3 3 ; 3 0 3 ; 3 1 3 ; 1 1 4 ; 3 3 3	conventional <method_4> have <otherscientificterm_1> . in noisy conditions , the mismatch between corrupted speech signals and models trained on <material_0> cause the decoder to <material_2> matches with unrealistic <method_5> . this paper presents a simple way to incorporate word duration constraints by unrolling <method_4> to form a lattice where word duration probabilities can be applied directly to state transitions . the expanded <method_4> are compatible with conventional viterbi decoding . experiments on connected-digit recognition show that when using explicit duration constraints the decoder generates word matches with more reasonable <method_5> , and word error rates are significantly reduced across a broad range of noise conditions .
	extended domain of locality ; tree adjoining grammars ; 	<otherscientificterm> <method> <method>	2 3 2 ; 2 5 2 ; 2 2 2 ; 1 1 0	one of the claimed benefits of <method_1> is that <method_1> have an <otherscientificterm_0> . we consider how this can be exploited to limit the need for feature structure unification during parsing . we compare two wide-coverage lexicalized grammars of english , lexsys and xtag , finding that the two grammars exploit edol in different ways .
	real-world data analysis ; identity uncertainty	<task> <task>	1 2 0	identity uncertainty is a pervasive problem in <task_0> . it arises whenever objects are not labeled with unique identifiers or when those identifiers may not be perceived perfectly . in such cases , two observations may or may not correspond to the same object . in this paper , we consider the problem in the context of citation matching -- the problem of deciding which citations correspond to the same publication . our approach is based on the use of a relational probability model to define a generative model for the domain , including models of author and title corruption and a probabilistic citation grammar . <task_1> is handled by extending standard models to incorporate probabilities over the possible mappings between terms in the language and objects in the domain . inference is based on markov chain monte carlo , augmented with specific methods for generating efficient proposals when the domain contains many objects . results on several citation data sets show that the method outperforms current algorithms for citation matching . the declarative , relational nature of the model also means that our algorithm can determine object characteristics such as author names by combining multiple citations of multiple papers .
	human biases in summarization ; unsupervised learning ; supervised learning ; 	<task> <method> <method> <otherscientificterm>	3 0 3 ; 3 1 3 ; 1 0 2 ; 2 3 0 ; 3 3 3 ; 1 3 0	the paper proposes and empirically motivates an integration of <method_2> with <method_1> to deal with <task_0> . in particular , we explore the use of probabilistic decision tree within the clustering framework to account for the variation as well as regularity in human created summaries . the corpus of human created extracts is created from a newspaper corpus and used as a test set . we build probabilistic decision trees of different flavors and integrate each of them with the clustering framework . experiments with the corpus demonstrate that the mixture of the two paradigms generally gives a significant boost in performance compared to cases where either ofthe two is considered alone .
	parallel english and chinese court judgments ; small , domain-specific corpus ; knowledge-independent method ; 	<material> <material> <method> <material>	3 5 3 ; 3 0 3 ; 0 4 1 ; 3 4 3 ; 3 3 3	in this study , we propose a <method_2> for aligning terms and thus extracting translations from a <material_1> consisting of <material_0> from hong kong . with a sentence-aligned corpus , translation equivalences are suggested by analysing the frequency profiles of parallel concordances . the method overcomes the limitations of conventional statistical methods which require large corpora to be effective , and lexical approaches which depend on existing bilingual dictionaries . pilot testing on a parallel corpus of about 113k chinese words and 120k english words gives an encouraging 85 % precision and 45 % recall . future work includes fine-tuning the algorithm upon the analysis of the errors , and acquiring a translation lexicon for legal terminology by filtering out general terms .
	good match between ; sentiment classification ; 	<method> <task> <material>	2 1 2	sentiment classification seeks to identify a piece of text according to its author 's general feeling toward their subject , be it positive or negative . traditional machine learning techniques have been applied to this problem with reasonable success , but they have been shown to work well only when there is a <method_0> the training and test data with respect to topic . this paper demonstrates that match with respect to domain and time is also important , and presents preliminary experiments with training data labeled with emoticons , which has the potential of being independent of domain , topic and time .
	3d geometric structure of outdoor video scenes ; based on predictions ; are trained ;  ; .	<task> <method> <otherscientificterm> <method> <otherscientificterm>	3 6 3 ; 3 3 4 ; 3 4 3 ; 3 1 3 ; 4 4 2 ; 1 3 2 ; 3 3 3	we present a novel algorithm for estimating the broad <task_0> . leveraging spatio-temporal video segmentation , we decompose a dynamic scene captured by a video into geometric classes , <method_1> made by region-classifiers that <otherscientificterm_2> on appearance and motion features <otherscientificterm_4> by examining the homogeneity of the prediction , we combine predictions across multiple segmentation hierarchy levels alleviating the need to determine the granularity a priori <otherscientificterm_4> we built a novel , extensive dataset on geometric context of video to evaluate our method , consisting of over 100 ground-truth annotated outdoor videos with over 20,000 frames <otherscientificterm_4> to further scale beyond this dataset , we propose a semi-supervised learning framework to expand the pool of labeled data with high confidence predictions obtained from unlabeled data <otherscientificterm_4> our system produces an accurate prediction of geometric context of video achieving 96 % accuracy across main geometric classes .
	natural language ; 	<otherscientificterm> <method>	1 4 1 ; 1 1 1 ; 1 2 1 ; 1 3 1	when people use <otherscientificterm_0> in natural settings , they often use <otherscientificterm_0> ungrammatically , missing out or repeating words , breaking-off and restarting , speaking in fragments , etc. . their human listeners are usually able to cope with these deviations with little difficulty . if a computer system wishes to accept <otherscientificterm_0> input from its users on a routine basis , <otherscientificterm_0> must display a similar indifference . in this paper , we outline a set of parsing flexibilities that such a system should provide . we go , on to describe flexp , a bottom-up pattern-matching parser that we have designed and implemented to provide these flexibilities for restricted <otherscientificterm_0> input to a limited-domain computer system .
	oral communication ; 	<material> <task>	1 0 1 ; 1 2 1 ; 1 3 1	oral communication is ubiquitous and carries important information yet it is also time consuming to document . given the development of storage media and networks one could just record and store a conversation for documentation . the question is , however , how an interesting information piece would be found in a large database . traditional information retrieval techniques use a histogram of keywords as the document representation but oral communication may offer additional indices such as the time and place of the rejoinder and the attendance . an alternative index could be the activity such as discussing , planning , informing , story-telling , etc. . this paper addresses the problem of the automatic detection of those activities in meeting situation and everyday rejoinders . several extensions of this basic idea are being discussed and/or evaluated : similar to activities one can define subsets of larger database and detect those automatically which is shown on a large database of tv shows . emotions and other indices such as the dominance distribution of speakers might be available on the surface and could be used directly . despite the small size of the databases used some results about the effectiveness of these indices can be obtained .
	hierarchy of phrasal patterns ; dictionary word sense definitions	<method> <otherscientificterm>	0 3 1	this paper shows how <otherscientificterm_1> can be analysed by applying a <method_0> . an experimental system embodying this mechanism has been implemented for processing definitions from the longman dictionary of contemporary english . a property of this dictionary , exploited by the system , is that it uses a restricted vocabulary in its word sense definitions . the structures generated by the experimental system are intended to be used for the classification of new word senses in terms of the senses of words in the restricted vocabulary . examples illustrating the output generated are presented , and some qualitative performance results and problems that were encountered are discussed . the analysis process applies successively more specific phrasal analysis rules as determined by a hierarchy of patterns in which less specific patterns dominate more specific ones . this ensures that reasonable incomplete analyses of the definitions are produced when more complete analyses are not possible , resulting in a relatively robust analysis mechanism . thus the work reported addresses two robustness problems faced by current experimental natural language processing systems : coping with an incomplete lexicon and with incomplete knowledge of phrasal constructions .
	word segmentation system ; word breaking ; oov identification	<method> <task> <task>	1 0 2	this paper presents a <method_0> in france telecom r&d beijing , which uses a unified approach to <task_1> and <task_2> . the output can be customized to meet different segmentation standards through the application of an ordered list of transformation . the system participated in all the tracks of the segmentation bakeoff -- pk-open , pk-closed , as-open , as-closed , hk-open , hk-closed , msr-open and msr - closed -- and achieved the state-of-the-art performance in msr-open , msr-close and pk-open tracks . analysis of the results shows that each component of the system contributed to the scores .
	causal and troponymic entailment ; on-line lexical database ; sense resolution ; semantic relations ;  ; antonymy ; wordnet ; meronymy ; synonymy ; hyponymy	<otherscientificterm> <material> <task> <otherscientificterm> <material> <otherscientificterm> <material> <otherscientificterm> <otherscientificterm> <otherscientificterm>	8 0 5 ; 5 2 3 ; 5 0 9 ; 4 0 4 ; 6 2 1 ; 8 2 3 ; 4 3 4 ; 9 2 3 ; 9 0 7 ; 7 0 0 ; 7 2 3 ; 3 4 6 ; 0 2 3	a method of <task_2> is proposed that is based on <material_6> , an <material_1> that incorporates <otherscientificterm_3> -lrb- <otherscientificterm_8> , <otherscientificterm_5> , <otherscientificterm_9> , <otherscientificterm_7> , <otherscientificterm_0> -rrb- as labeled pointers between word senses . with <material_6> , it is easy to retrieve sets of semantically related words , a facility that will be used for <task_2> during text processing , as follows . when a word with multiple senses is encountered , one of two procedures will be followed . either , -lrb- 1 -rrb- words related in meaning to the alternative senses of the polysemous word will be retrieved ; new strings will be derived by substituting these related words into the context of the polysemous word ; a large textual corpus will then be searched for these derived strings ; and that sense will be chosen that corresponds to the derived string that is found most often in the corpus . or , -lrb- 2 -rrb- the context of the polysemous word will be used as a key to search a large corpus ; all words found to occur in that context will be noted ; <material_6> will then be used to estimate the semantic distance from those words to the alternative senses of the polysemous word ; and that sense will be chosen that is closest in meaning to other words occurring in the same context if successful , this procedure could have practical applications to problems of information retrieval , mechanical translation , intelligent tutoring systems , and elsewhere .
	natural language understanding ; interlingual approach ; 	<task> <method> <method>	2 4 2 ; 2 0 2 ; 2 3 2	the <method_1> to mt has been repeatedly advocated by researchers originally interested in <task_0> who take machine translation to be one possible application . however , not only the ambiguity but also the vagueness which every natural language inevitably has leads this approach into essential difficulties . in contrast , our project , the mu-project , adopts the transfer approach as the basic framework of mt . this paper describes the detailed construction of the transfer phase of our system from japanese to english , and gives some examples of problems which seem difficult to treat in the <method_1> . the basic design principles of the transfer phase of our system have already been mentioned in -lrb- 1 -rrb- -lrb- 2 -rrb- . some of the principles which are relevant to the topic of this paper are : -lrb- a -rrb- multiple layer of grammars -lrb- b -rrb- multiple layer presentation -lrb- c -rrb- lexicon driven processing -lrb- d -rrb- form-oriented dictionary description . this paper also shows how these principles are realized in the current system .
	abduction of temporal relations ; discourse segmentation ; discourse segments	<task> <task> <otherscientificterm>	0 3 1	in this paper <otherscientificterm_2> are defined and a method for <task_1> primarily based on <task_0> between segments is proposed . this method is precise and computationally feasible and is supported by previous work in the area of temporal anaphora resolution .
	broad coverage unification based grammar of spanish ; linguistic pos tagger and chunker ; nlp system ; deep processing ; shallow techniques	<method> <method> <method> <task> <method>	1 4 0 ; 0 3 2 ; 4 3 3	this paper describes to what extent <task_3> may benefit from <method_4> and it presents a <method_2> which integrates a <method_1> as a preprocessing module of a <method_0> . experiments show that the efficiency of the overall analysis improves significantly and that our system also provides robustness to the linguistic processing while maintaining both the accuracy and the precision of the grammar .
	enhancing spatial resolution ; joint image filters ; suppressing noise ; guidance image	<task> <method> <task> <material>	2 0 0 ; 1 3 2 ; 3 3 1 ; 1 3 0	joint image filters can leverage the <material_3> as a prior and transfer the structural details from the <material_3> to the target image for <task_2> or <task_0> . existing methods rely on various kinds of explicit filter construction or hand-designed objective functions . it is thus difficult to understand , improve , and accelerate them in a coherent framework . in this paper , we propose a learning-based approach to construct a joint filter based on convolution-al neural networks . in contrast to existing methods that consider only the <material_3> , our method can selectively transfer salient structures that are consistent in both guidance and target images . we show that the model trained on a certain type of data , e.g. , rgb and depth images , generalizes well for other modalities , e.g. , flash/non-flash and rgb/nir images . we validate the effectiveness of the proposed joint filter through extensive comparisons with state-of-the-art methods .
